B01002_001E,B01003_001E,B17001_002E,B19013_001E,B19301_001E,NAME,zip code tabulation area
45.8,17044,1691,43775,24280,ZCTA5 54166,54166
39.4,2624,69,103295,40606,ZCTA5 54169,54169
41.7,3442,247,60128,26939,ZCTA5 54170,54170
40.1,3465,276,82378,33403,ZCTA5 54171,54171
42.5,3980,33,82877,38692,ZCTA5 54173,54173
49.2,2853,385,42592,23428,ZCTA5 54174,54174
58.6,987,90,46719,27324,ZCTA5 54175,54175
51.1,2876,366,40109,23796,ZCTA5 54177,54177
33.8,2993,119,71400,27922,ZCTA5 54180,54180
45.9,5352,621,43301,21796,ZCTA5 54201,54201
48.9,1623,139,56563,38226,ZCTA5 54202,54202
42.2,1680,219,58056,27863,ZCTA5 54204,54204
42.8,2203,124,60625,26186,ZCTA5 54205,54205
38.9,190,0,65208,28955,ZCTA5 54207,54207
39.8,6299,530,61381,26559,ZCTA5 54208,54208
55.4,1208,68,57188,37924,ZCTA5 54209,54209
57.8,818,64,50625,51336,ZCTA5 54210,54210
62.7,201,8,56250,52967,ZCTA5 54211,54211
59.2,1095,74,58281,34621,ZCTA5 54212,54212
36.4,1376,227,51400,21656,ZCTA5 54213,54213
46,216,0,52917,32773,ZCTA5 54214,54214
46.1,6214,640,52712,26390,ZCTA5 54216,54216
39.9,7380,529,63313,28023,ZCTA5 54217,54217
43.9,39854,4614,45277,25690,ZCTA5 54220,54220
44,1578,65,67650,28972,ZCTA5 54227,54227
44.7,2588,116,59494,26964,ZCTA5 54228,54228
40.4,4123,244,68667,29538,ZCTA5 54229,54229
42.2,4594,225,61337,25995,ZCTA5 54230,54230
30.7,893,79,48304,19789,ZCTA5 54232,54232
64,1483,198,43831,31822,ZCTA5 54234,54234
48.3,16980,1701,49189,28984,ZCTA5 54235,54235
45.3,14883,1577,44970,23364,ZCTA5 54241,54241
38.9,2340,286,60353,28171,ZCTA5 54245,54245
63.3,782,76,50089,31487,ZCTA5 54246,54246
45,2189,138,61356,27274,ZCTA5 54247,54247
37.7,22552,3085,48136,28221,ZCTA5 54301,54301
32.1,29224,6764,35110,21938,ZCTA5 54302,54302
34.3,28548,5623,40481,20577,ZCTA5 54303,54303
40.4,27784,2924,45875,25151,ZCTA5 54304,54304
29.7,1265,0,,16,ZCTA5 54307,54307
34.8,34526,3421,61105,29112,ZCTA5 54311,54311
40.6,36884,1769,73662,33855,ZCTA5 54313,54313
38.6,30650,4113,47089,28208,ZCTA5 54401,54401
41,24611,4123,50796,27095,ZCTA5 54403,54403
38.7,2830,241,45609,24130,ZCTA5 54405,54405
41.2,3367,333,58583,26732,ZCTA5 54406,54406
45.9,1526,92,61591,29934,ZCTA5 54407,54407
39.7,1075,101,54107,24598,ZCTA5 54408,54408
43.8,13056,2021,42020,23224,ZCTA5 54409,54409
38.1,2454,231,54524,21752,ZCTA5 54410,54410
38,5722,828,54320,20921,ZCTA5 54411,54411
42.1,2020,164,57216,26524,ZCTA5 54412,54412
45.8,109,7,36875,18512,ZCTA5 54413,54413
42.3,3285,419,48750,21616,ZCTA5 54414,54414
40.4,1914,372,42014,17757,ZCTA5 54416,54416
50.7,82,0,50357,16332,ZCTA5 54417,54417
47.6,1069,121,58500,26297,ZCTA5 54418,54418
32.6,1439,267,46354,21444,ZCTA5 54420,54420
40.2,3134,467,43438,21244,ZCTA5 54421,54421
32.4,1221,236,41984,16551,ZCTA5 54422,54422
44.2,2278,112,65223,27276,ZCTA5 54423,54423
47.1,1781,206,52722,25196,ZCTA5 54424,54424
34.1,2163,231,43250,18739,ZCTA5 54425,54425
37.1,4405,490,53000,22036,ZCTA5 54426,54426
40.5,1223,183,48393,22530,ZCTA5 54427,54427
58,1119,143,35625,23125,ZCTA5 54428,54428
36.5,134,10,40250,17531,ZCTA5 54430,54430
44.4,1669,298,38859,22762,ZCTA5 54433,54433
47.7,2111,148,48615,24568,ZCTA5 54435,54435
34.7,2272,476,41875,17657,ZCTA5 54436,54436
34.9,3154,633,48889,20445,ZCTA5 54437,54437
40,3032,167,57353,25068,ZCTA5 54440,54440
42.9,765,51,70455,30176,ZCTA5 54441,54441
42.1,1149,81,43125,21123,ZCTA5 54442,54442
43,2295,187,60759,28092,ZCTA5 54443,54443
32.9,3044,313,46403,19987,ZCTA5 54446,54446
40.6,549,157,30917,15858,ZCTA5 54447,54447
43.4,4455,245,66825,28424,ZCTA5 54448,54448
42.7,26061,2673,49534,30041,ZCTA5 54449,54449
32.7,399,79,43906,16777,ZCTA5 54450,54450
42.1,11757,1481,47564,24527,ZCTA5 54451,54451
43.2,19304,1989,50827,25391,ZCTA5 54452,54452
41.1,1229,137,52313,25335,ZCTA5 54454,54454
40.7,17063,1149,61942,29550,ZCTA5 54455,54455
43.9,6173,742,42351,22836,ZCTA5 54456,54456
49.2,8490,700,47982,24728,ZCTA5 54457,54457
36.5,150,26,56389,20718,ZCTA5 54458,54458
45.3,1256,239,38068,21819,ZCTA5 54459,54459
39.8,2784,474,37675,19057,ZCTA5 54460,54460
53.8,356,30,37708,17327,ZCTA5 54462,54462
49.1,772,59,52857,26260,ZCTA5 54463,54463
57,675,80,39313,24576,ZCTA5 54465,54465
41.7,2942,232,48182,25808,ZCTA5 54466,54466
35.6,13732,1275,60646,27304,ZCTA5 54467,54467
46.8,1854,235,48977,23234,ZCTA5 54469,54469
45.2,2126,259,38352,20271,ZCTA5 54470,54470
41,1825,39,71146,28068,ZCTA5 54471,54471
47.2,2416,212,48833,25562,ZCTA5 54473,54473
41.2,3733,253,51942,26902,ZCTA5 54474,54474
42,1638,103,65208,27192,ZCTA5 54475,54475
37.4,18963,1557,51625,28557,ZCTA5 54476,54476
36.3,4254,460,54129,21733,ZCTA5 54479,54479
39.9,1304,164,41080,21681,ZCTA5 54480,54480
27.6,29149,5899,40627,21424,ZCTA5 54481,54481
44.5,9206,427,65527,29972,ZCTA5 54482,54482
38.6,5140,365,58279,27235,ZCTA5 54484,54484
51.5,309,50,41731,26161,ZCTA5 54485,54485
45.6,2383,283,42740,21398,ZCTA5 54486,54486
48.9,9437,1032,49206,25342,ZCTA5 54487,54487
33.9,1265,177,48571,22470,ZCTA5 54488,54488
43.5,1526,119,55282,25599,ZCTA5 54489,54489
44.9,807,77,46912,28072,ZCTA5 54490,54490
54.1,1495,162,38199,22862,ZCTA5 54491,54491
51.7,610,132,38646,25067,ZCTA5 54493,54493
45.6,26400,2111,49473,27339,ZCTA5 54494,54494
39.9,7936,1713,36530,20069,ZCTA5 54495,54495
36.2,2279,289,42875,19703,ZCTA5 54498,54498
40.9,2992,423,41082,21503,ZCTA5 54499,54499
46.6,19965,2412,44554,26691,ZCTA5 54501,54501
45.1,1272,222,37986,18766,ZCTA5 54511,54511
59,933,103,47500,30390,ZCTA5 54512,54512
45.9,407,43,43281,24720,ZCTA5 54513,54513
49.1,2037,330,40430,22616,ZCTA5 54514,54514
49.8,450,64,43281,21888,ZCTA5 54515,54515
63.4,155,18,47000,41959,ZCTA5 54517,54517
54.8,1132,114,40938,25770,ZCTA5 54519,54519
39.6,4281,708,39243,20455,ZCTA5 54520,54520
49.2,7189,639,42445,26131,ZCTA5 54521,54521
44.7,743,137,43047,24178,ZCTA5 54524,54524
37.9,261,98,28906,16399,ZCTA5 54525,54525
41.2,856,164,36471,18350,ZCTA5 54526,54526
50.2,937,184,32115,18963,ZCTA5 54527,54527
51.4,1158,61,55625,31790,ZCTA5 54529,54529
49.9,822,139,35139,18804,ZCTA5 54530,54530
51.8,1459,81,51250,32233,ZCTA5 54531,54531
48.4,2344,339,37574,23678,ZCTA5 54534,54534
45,218,70,24167,21586,ZCTA5 54536,54536
49.6,547,49,42813,22654,ZCTA5 54537,54537
40.4,3162,918,33506,20115,ZCTA5 54538,54538
53.7,1199,87,48563,27540,ZCTA5 54539,54539
51.8,1112,244,33203,22545,ZCTA5 54540,54540
45.8,1416,195,47031,17917,ZCTA5 54541,54541
55.2,522,146,33472,19627,ZCTA5 54542,54542
55.6,910,225,48816,33115,ZCTA5 54545,54545
44.7,1321,220,37176,20965,ZCTA5 54546,54546
59,1219,118,38182,23490,ZCTA5 54547,54547
56.5,4743,472,49977,28633,ZCTA5 54548,54548
42.3,639,51,46136,23316,ZCTA5 54550,54550
50.8,4259,693,44524,24448,ZCTA5 54552,54552
54.9,1256,129,34609,23467,ZCTA5 54554,54554
50.3,4854,706,43634,24821,ZCTA5 54555,54555
44.5,1225,209,33295,20594,ZCTA5 54556,54556
61.4,965,62,53403,29816,ZCTA5 54557,54557
53.2,2414,301,39137,27520,ZCTA5 54558,54558
37.4,734,235,28750,16566,ZCTA5 54559,54559
47.6,498,48,60313,35470,ZCTA5 54560,54560
65.8,17,0,27222,73794,ZCTA5 54561,54561
56.6,1834,133,41627,26055,ZCTA5 54562,54562
49,726,73,40357,22546,ZCTA5 54563,54563
56.9,445,73,32237,23845,ZCTA5 54564,54564
58.5,101,4,46250,31990,ZCTA5 54565,54565
42.2,1377,269,40536,20000,ZCTA5 54566,54566
49.1,5016,491,41743,24911,ZCTA5 54568,54568
29.9,49744,9694,44112,24205,ZCTA5 54601,54601
40,14335,2214,42636,23415,ZCTA5 54603,54603
50.7,1667,195,39813,26460,ZCTA5 54610,54610
34.7,1223,195,54107,23827,ZCTA5 54611,54611
37,5125,684,47574,22952,ZCTA5 54612,54612
53.5,2055,252,41538,22211,ZCTA5 54613,54613
39.6,2861,323,49338,24285,ZCTA5 54614,54614
44.1,10665,1607,43558,22007,ZCTA5 54615,54615
37.7,2695,415,46010,21720,ZCTA5 54616,54616
42.1,2381,271,48906,23537,ZCTA5 54618,54618
30.8,3693,643,52188,18195,ZCTA5 54619,54619
47.2,1054,88,53125,26550,ZCTA5 54621,54621
45.4,2125,158,49758,25440,ZCTA5 54622,54622
45.9,1952,132,56793,30838,ZCTA5 54623,54623
51.5,1293,184,44563,24627,ZCTA5 54624,54624
38.8,260,16,41250,21828,ZCTA5 54625,54625
44.6,1291,139,47232,20639,ZCTA5 54626,54626
47.1,1840,175,51923,28391,ZCTA5 54627,54627
53.7,1118,108,43625,26312,ZCTA5 54628,54628
45.1,2484,197,51103,25784,ZCTA5 54629,54629
43.2,3963,518,54474,26677,ZCTA5 54630,54630
46.6,1884,297,42566,19688,ZCTA5 54631,54631
47.8,1156,69,55000,25950,ZCTA5 54632,54632
36.9,4252,891,43087,19154,ZCTA5 54634,54634
41.8,1762,150,48333,24832,ZCTA5 54635,54635
34.8,14312,988,67516,27313,ZCTA5 54636,54636
30.2,228,23,49167,17554,ZCTA5 54637,54637
37.2,1498,407,44318,22273,ZCTA5 54638,54638
40.3,2607,563,42417,19820,ZCTA5 54639,54639
,0,0,,,ZCTA5 54641,54641
39.8,2050,203,49227,23814,ZCTA5 54642,54642
36.5,8,0,,26238,ZCTA5 54643,54643
35.8,1313,117,48289,22086,ZCTA5 54644,54644
33.5,71,15,57614,22015,ZCTA5 54645,54645
41.5,3911,641,44000,19817,ZCTA5 54646,54646
37.5,1561,278,44750,20307,ZCTA5 54648,54648
40.6,23231,1546,60259,31199,ZCTA5 54650,54650
39.8,1381,418,40000,17150,ZCTA5 54651,54651
39.5,965,181,32143,20691,ZCTA5 54652,54652
33.9,883,97,55536,20976,ZCTA5 54653,54653
50.3,163,8,54063,24787,ZCTA5 54654,54654
47.2,1682,281,38375,22500,ZCTA5 54655,54655
39.9,17268,2052,51000,24307,ZCTA5 54656,54656
40.2,426,77,39375,26328,ZCTA5 54657,54657
48.5,2101,126,56224,29344,ZCTA5 54658,54658
28.9,1628,393,42614,18841,ZCTA5 54659,54659
37.9,16384,2060,48355,23710,ZCTA5 54660,54660
40.8,3423,147,54866,28922,ZCTA5 54661,54661
44.1,1566,306,39394,18261,ZCTA5 54664,54664
44.1,8635,848,42143,25107,ZCTA5 54665,54665
46,2571,226,51510,27036,ZCTA5 54666,54666
39.1,4748,545,52101,23203,ZCTA5 54667,54667
40.2,7760,448,62202,28414,ZCTA5 54669,54669
27.8,1935,662,46346,16157,ZCTA5 54670,54670
32.1,40455,5177,51413,27368,ZCTA5 54701,54701
32.7,42197,7957,44557,23468,ZCTA5 54703,54703
37.4,6947,425,47477,26741,ZCTA5 54720,54720
37.6,1459,142,48281,23467,ZCTA5 54721,54721
35.3,4220,963,41348,20450,ZCTA5 54722,54722
42.3,1209,100,48021,25842,ZCTA5 54723,54723
38.8,7237,504,53423,23618,ZCTA5 54724,54724
41.9,2861,297,46250,23510,ZCTA5 54725,54725
39.6,1713,221,46771,21535,ZCTA5 54726,54726
40.9,5063,547,51393,23003,ZCTA5 54727,54727
48.2,6235,917,40804,22121,ZCTA5 54728,54728
40.1,31691,3334,51886,27111,ZCTA5 54729,54729
39.8,4768,611,55221,23598,ZCTA5 54730,54730
41.4,816,168,27202,18683,ZCTA5 54731,54731
44.8,2943,428,47143,21214,ZCTA5 54732,54732
41.3,1305,138,50809,23292,ZCTA5 54733,54733
40.8,779,70,52955,21877,ZCTA5 54734,54734
45.6,3865,470,47692,24060,ZCTA5 54736,54736
42.9,520,76,50625,26391,ZCTA5 54737,54737
41.5,3056,134,59135,31766,ZCTA5 54738,54738
36.6,4752,281,60493,25468,ZCTA5 54739,54739
42.2,2221,223,52596,25484,ZCTA5 54740,54740
41.3,1544,226,38958,16822,ZCTA5 54741,54741
43,3905,395,58667,26474,ZCTA5 54742,54742
50.2,2098,332,47736,24548,ZCTA5 54745,54745
45.5,722,36,51250,23173,ZCTA5 54746,54746
39,2583,420,41755,22124,ZCTA5 54747,54747
51.1,1151,44,49653,22473,ZCTA5 54748,54748
42.9,1179,138,52045,25497,ZCTA5 54749,54749
47,925,103,51029,27728,ZCTA5 54750,54750
27.7,25904,4440,45719,21253,ZCTA5 54751,54751
44.7,1719,354,38239,18888,ZCTA5 54754,54754
40.4,7555,1061,48343,23550,ZCTA5 54755,54755
46.1,857,123,44167,25626,ZCTA5 54756,54756
41.9,3524,404,45500,21612,ZCTA5 54757,54757
42.2,4776,620,51636,23892,ZCTA5 54758,54758
50.5,1547,206,49408,25019,ZCTA5 54759,54759
56.8,180,12,48438,26693,ZCTA5 54760,54760
44.6,1335,201,49345,20996,ZCTA5 54761,54761
45.3,1165,114,48229,26720,ZCTA5 54762,54762
44.3,1255,67,56131,26272,ZCTA5 54763,54763
22.7,37,20,20500,15551,ZCTA5 54765,54765
35.9,1632,378,36985,17548,ZCTA5 54766,54766
39.2,3245,357,52212,24642,ZCTA5 54767,54767
35.6,6138,812,37034,17772,ZCTA5 54768,54768
56.1,389,24,63250,34112,ZCTA5 54769,54769
41.8,2122,208,48676,23277,ZCTA5 54770,54770
35.4,4360,727,42250,19889,ZCTA5 54771,54771
39.5,1058,154,45125,20815,ZCTA5 54772,54772
41.5,3330,493,48603,21932,ZCTA5 54773,54773
46.5,6509,992,42000,24665,ZCTA5 54801,54801
36.9,1551,275,46154,19960,ZCTA5 54805,54805
41.4,11496,1673,40224,22672,ZCTA5 54806,54806
48.5,2261,311,44476,25229,ZCTA5 54810,54810
40.4,5531,732,41926,21497,ZCTA5 54812,54812
48.8,555,34,43250,23672,ZCTA5 54813,54813
44.6,2632,650,38125,21026,ZCTA5 54814,54814
54.9,2142,241,46848,28751,ZCTA5 54817,54817
46.8,2551,519,37426,20081,ZCTA5 54819,54819
49.8,694,59,51000,25804,ZCTA5 54820,54820
58,1344,132,39632,29100,ZCTA5 54821,54821
39.9,4585,515,48598,22565,ZCTA5 54822,54822
37.9,2247,318,45231,23146,ZCTA5 54824,54824
48.3,832,146,40750,23469,ZCTA5 54826,54826
60.8,162,12,51250,31931,ZCTA5 54827,54827
43.7,879,304,30061,17498,ZCTA5 54828,54828
45.4,5151,656,46875,23442,ZCTA5 54829,54829
59.7,3068,303,42014,25885,ZCTA5 54830,54830
56.5,457,60,32125,26847,ZCTA5 54832,54832
48.6,892,152,35000,21340,ZCTA5 54835,54835
38.3,1105,64,66308,26113,ZCTA5 54836,54836
47.2,3551,592,38893,23392,ZCTA5 54837,54837
55.1,1366,80,47984,25479,ZCTA5 54838,54838
43.5,306,26,39167,20772,ZCTA5 54839,54839
43.5,4415,935,38898,22000,ZCTA5 54840,54840
31.3,307,35,41250,17398,ZCTA5 54841,54841
48.3,70,5,67750,32251,ZCTA5 54842,54842
45.6,11288,1935,41225,24231,ZCTA5 54843,54843
59.9,236,16,51563,32629,ZCTA5 54844,54844
49,144,17,38750,20957,ZCTA5 54845,54845
47.1,591,134,33393,18447,ZCTA5 54846,54846
50.2,2322,315,45648,25565,ZCTA5 54847,54847
45.1,5999,1012,40528,21420,ZCTA5 54848,54848
47.5,2100,196,59833,29254,ZCTA5 54849,54849
57.9,180,8,44500,31958,ZCTA5 54850,54850
46.2,4172,475,44118,26625,ZCTA5 54853,54853
38.9,1037,152,53043,21922,ZCTA5 54854,54854
22.8,951,165,42917,16126,ZCTA5 54855,54855
40.6,1530,138,46125,22170,ZCTA5 54856,54856
,19,0,,,ZCTA5 54857,54857
43.8,1655,285,43047,26057,ZCTA5 54858,54858
55.3,1638,188,43021,25095,ZCTA5 54859,54859
23.4,190,108,24464,11372,ZCTA5 54861,54861
55.6,268,55,28250,15544,ZCTA5 54862,54862
36.1,1447,136,58438,24740,ZCTA5 54864,54864
57.3,426,99,37500,26390,ZCTA5 54865,54865
58.2,247,22,34423,21985,ZCTA5 54867,54867
44.4,15648,1987,40895,24969,ZCTA5 54868,54868
51.8,1666,224,50192,26929,ZCTA5 54870,54870
42.8,3218,402,43661,23636,ZCTA5 54871,54871
44.8,2575,599,35255,19515,ZCTA5 54872,54872
52.4,2636,196,49861,25961,ZCTA5 54873,54873
41.4,3688,386,54828,25423,ZCTA5 54874,54874
51.1,998,148,35147,20501,ZCTA5 54875,54875
52.5,1674,297,40976,24019,ZCTA5 54876,54876
37.5,30396,5140,41798,24825,ZCTA5 54880,54880
53.2,1389,192,43631,27460,ZCTA5 54888,54888
45.8,2739,300,46048,22965,ZCTA5 54889,54889
48.4,3360,443,50049,27137,ZCTA5 54891,54891
49.4,3636,574,36695,23492,ZCTA5 54893,54893
49.8,1022,161,40739,23722,ZCTA5 54895,54895
52.6,1514,266,36300,22230,ZCTA5 54896,54896
29.4,38967,8202,37948,18534,ZCTA5 54901,54901
39.8,22553,2490,46080,25853,ZCTA5 54902,54902
43.8,20380,1220,67145,33893,ZCTA5 54904,54904
41.2,2418,327,52330,24403,ZCTA5 54909,54909
37.5,25851,3565,49086,24416,ZCTA5 54911,54911
38.9,17940,765,71549,41367,ZCTA5 54913,54913
36.5,30938,3791,48878,26963,ZCTA5 54914,54914
35.7,42554,2619,64705,27957,ZCTA5 54915,54915
43.2,1314,204,46250,21602,ZCTA5 54921,54921
41.7,1481,127,57614,25804,ZCTA5 54922,54922
43,8973,863,47045,24966,ZCTA5 54923,54923
41.8,439,9,52083,61033,ZCTA5 54927,54927
40.7,442,52,63750,28100,ZCTA5 54928,54928
42.2,8830,1188,42349,22185,ZCTA5 54929,54929
49.2,1750,254,41400,22499,ZCTA5 54930,54930
49.5,230,0,51667,22700,ZCTA5 54931,54931
40.1,1306,14,76103,29014,ZCTA5 54932,54932
43.5,307,33,44479,22150,ZCTA5 54933,54933
41.6,121,13,50833,24133,ZCTA5 54934,54934
38.6,42245,5634,46468,25732,ZCTA5 54935,54935
41.6,19138,1154,59556,27899,ZCTA5 54937,54937
47,3772,231,56579,28082,ZCTA5 54940,54940
53.5,2292,114,51321,34452,ZCTA5 54941,54941
35.5,8977,209,89013,35765,ZCTA5 54942,54942
50.8,1873,229,39010,21223,ZCTA5 54943,54943
40.7,8322,205,73920,30102,ZCTA5 54944,54944
45.8,3586,362,50365,24778,ZCTA5 54945,54945
77,56,0,,23377,ZCTA5 54946,54946
50.1,2425,105,63516,32154,ZCTA5 54947,54947
44,216,36,38438,22677,ZCTA5 54948,54948
40.2,3325,304,54099,25238,ZCTA5 54949,54949
44.3,3056,399,41005,23622,ZCTA5 54950,54950
37.5,25714,2955,48964,26548,ZCTA5 54952,54952
38.1,43355,3347,60210,31644,ZCTA5 54956,54956
54.4,2596,251,44464,25239,ZCTA5 54960,54960
41.7,14107,1084,55952,26388,ZCTA5 54961,54961
47.9,1109,131,51372,26346,ZCTA5 54962,54962
40.7,7196,520,60688,26215,ZCTA5 54963,54963
44.8,1052,90,64514,31192,ZCTA5 54964,54964
46.3,1410,170,45625,23691,ZCTA5 54965,54965
38,1995,237,47692,22724,ZCTA5 54966,54966
33.1,492,219,34948,17830,ZCTA5 54967,54967
47,2948,363,42287,23935,ZCTA5 54968,54968
44.3,4050,381,38919,17909,ZCTA5 54970,54970
39.8,10893,869,52299,23576,ZCTA5 54971,54971
40.9,1406,90,61184,28930,ZCTA5 54974,54974
44.4,1381,112,59539,27239,ZCTA5 54977,54977
42.9,1400,24,65313,26566,ZCTA5 54979,54979
49.7,120,0,55417,30635,ZCTA5 54980,54980
46.5,15532,1717,48141,28364,ZCTA5 54981,54981
44.6,7132,616,44390,23279,ZCTA5 54982,54982
43.8,4569,671,51142,22684,ZCTA5 54983,54983
55.2,3156,377,42396,25828,ZCTA5 54984,54984
38.9,313,0,,2025,ZCTA5 54985,54985
47.1,4583,244,61371,34552,ZCTA5 54986,54986
50.5,2918,68,103603,44501,ZCTA5 55001,55001
39.4,3862,198,55175,27012,ZCTA5 55003,55003
37.6,4450,326,83182,30252,ZCTA5 55005,55005
37.1,3948,737,51278,21196,ZCTA5 55006,55006
44.4,2500,318,45161,21217,ZCTA5 55007,55007
38.1,14920,1154,53727,25475,ZCTA5 55008,55008
45.6,7984,490,60929,31647,ZCTA5 55009,55009
39.7,10000,552,89798,32473,ZCTA5 55011,55011
39.4,2204,223,73125,28794,ZCTA5 55012,55012
43.7,6317,301,67024,31730,ZCTA5 55013,55013
37.9,27703,1352,81887,31175,ZCTA5 55014,55014
34.8,34601,2126,81480,30452,ZCTA5 55016,55016
41.5,768,95,47260,20649,ZCTA5 55017,55017
43.3,966,33,77500,32408,ZCTA5 55018,55018
37.8,1921,94,70104,30041,ZCTA5 55019,55019
35.2,3554,191,85972,31772,ZCTA5 55020,55020
37.8,29791,4001,52896,24041,ZCTA5 55021,55021
33.5,32547,1292,85662,30108,ZCTA5 55024,55024
39.9,23594,1553,72222,31741,ZCTA5 55025,55025
48,467,5,65417,30266,ZCTA5 55026,55026
34.2,2832,211,67464,27106,ZCTA5 55027,55027
,17,0,,,ZCTA5 55029,55029
40.9,1357,151,40605,19425,ZCTA5 55030,55030
37.4,2085,196,81250,34478,ZCTA5 55031,55031
40.3,3340,258,66146,26850,ZCTA5 55032,55032
39.4,29512,1953,69230,32619,ZCTA5 55033,55033
38.9,53,16,26250,13862,ZCTA5 55036,55036
42.5,4946,1035,37522,20412,ZCTA5 55037,55037
33.7,21029,1030,83624,34310,ZCTA5 55038,55038
35.9,12769,850,60897,25822,ZCTA5 55040,55040
46.6,7653,496,51429,28267,ZCTA5 55041,55041
43.2,8790,523,104444,43691,ZCTA5 55042,55042
44.8,3537,194,76336,36727,ZCTA5 55043,55043
36.3,48198,2634,99243,38547,ZCTA5 55044,55044
42.1,7562,463,66660,32282,ZCTA5 55045,55045
31.7,5349,449,72125,27935,ZCTA5 55046,55046
50.4,2910,227,94028,38755,ZCTA5 55047,55047
34.8,2652,246,59286,23134,ZCTA5 55049,55049
44,9623,1212,46610,23193,ZCTA5 55051,55051
43.1,1846,200,55000,25935,ZCTA5 55052,55052
42.7,1010,58,71023,29766,ZCTA5 55053,55053
29.2,2481,0,94076,29707,ZCTA5 55054,55054
41.4,3455,469,56310,27267,ZCTA5 55055,55055
36.1,13717,999,64451,25644,ZCTA5 55056,55056
31.1,24968,1699,67757,26543,ZCTA5 55057,55057
39.4,28884,3013,54945,27727,ZCTA5 55060,55060
43.2,9171,1248,47556,22709,ZCTA5 55063,55063
41.1,1135,110,77778,30365,ZCTA5 55065,55065
42.2,18417,2184,53113,28608,ZCTA5 55066,55066
35.8,27832,1819,85602,32687,ZCTA5 55068,55068
37.7,5450,599,54203,20182,ZCTA5 55069,55069
32.7,7502,811,64753,26461,ZCTA5 55070,55070
35.3,5553,440,59240,27246,ZCTA5 55071,55071
40.8,4570,454,41206,17687,ZCTA5 55072,55072
49.9,3033,97,83083,34298,ZCTA5 55073,55073
37.3,2000,122,55200,27209,ZCTA5 55074,55074
36.6,20326,2617,55030,26025,ZCTA5 55075,55075
40.9,21740,1478,62353,33459,ZCTA5 55076,55076
33,12311,1064,72404,35050,ZCTA5 55077,55077
40.9,7937,609,69357,28579,ZCTA5 55079,55079
45.7,2350,106,63015,30426,ZCTA5 55080,55080
43.4,34673,2194,75425,39734,ZCTA5 55082,55082
37.3,1778,196,62589,26349,ZCTA5 55084,55084
42.5,478,6,71667,29911,ZCTA5 55085,55085
45,428,46,74625,25000,ZCTA5 55087,55087
40.6,1697,85,81250,38787,ZCTA5 55088,55088
41.1,2005,178,79583,34966,ZCTA5 55089,55089
37.2,520,61,48542,24280,ZCTA5 55090,55090
39.1,11462,658,75095,30785,ZCTA5 55092,55092
35.7,5980,1074,40300,34082,ZCTA5 55101,55101
38.1,17220,2767,46255,36682,ZCTA5 55102,55102
28.8,13060,4800,28899,16048,ZCTA5 55103,55103
29.5,44348,9840,44629,25061,ZCTA5 55104,55104
33,27952,2195,76472,42928,ZCTA5 55105,55105
29.5,54648,15143,42686,17651,ZCTA5 55106,55106
32.8,15182,3507,44913,20227,ZCTA5 55107,55107
30.7,15382,1994,56994,33195,ZCTA5 55108,55108
39.4,31351,3848,51782,27011,ZCTA5 55109,55109
43.5,37810,2160,68618,36306,ZCTA5 55110,55110
,0,0,,,ZCTA5 55111,55111
37.2,43711,4287,64763,32060,ZCTA5 55112,55112
41.4,39138,4068,61113,33851,ZCTA5 55113,55113
28.1,3217,1054,38861,23180,ZCTA5 55114,55114
42.5,9053,444,96088,42001,ZCTA5 55115,55115
37.5,24311,2751,61142,38484,ZCTA5 55116,55116
31,43226,10991,44040,22198,ZCTA5 55117,55117
44.2,27718,2549,55862,37069,ZCTA5 55118,55118
32.6,40716,6500,56275,25611,ZCTA5 55119,55119
45.6,4321,217,85938,48688,ZCTA5 55120,55120
34.2,8183,682,64385,33998,ZCTA5 55121,55121
36.2,30443,2375,71038,37759,ZCTA5 55122,55122
37.9,26065,1376,103829,44350,ZCTA5 55123,55123
37.7,49632,3180,80378,36863,ZCTA5 55124,55124
37.7,42693,1406,91591,41592,ZCTA5 55125,55125
44.6,25559,1082,77451,44302,ZCTA5 55126,55126
47.6,17118,792,84888,48014,ZCTA5 55127,55127
37.4,28477,2337,66170,30193,ZCTA5 55128,55128
33.4,20659,683,107649,44080,ZCTA5 55129,55129
27.3,16223,5737,30092,14576,ZCTA5 55130,55130
37.5,202,26,44000,25722,ZCTA5 55150,55150
,0,0,,,ZCTA5 55155,55155
29,10645,213,86319,31225,ZCTA5 55301,55301
43.5,7025,740,58845,29419,ZCTA5 55302,55302
37.6,46557,3183,68130,29489,ZCTA5 55303,55303
39.1,46526,1800,91222,34326,ZCTA5 55304,55304
43.8,18535,1141,66298,45967,ZCTA5 55305,55305
37.7,16505,2660,59679,32171,ZCTA5 55306,55306
37.1,3399,481,51100,24958,ZCTA5 55307,55307
32.9,8799,395,78611,28138,ZCTA5 55308,55308
33.9,18718,1042,76390,28566,ZCTA5 55309,55309
48.1,1455,194,51354,30112,ZCTA5 55310,55310
35.8,33912,1716,106029,47892,ZCTA5 55311,55311
43.5,1597,94,57750,28382,ZCTA5 55312,55312
36.6,23493,1912,67799,28634,ZCTA5 55313,55313
43.1,1468,106,52903,23786,ZCTA5 55314,55314
34.4,5005,104,105042,37462,ZCTA5 55315,55315
38.9,23403,695,84768,35569,ZCTA5 55316,55316
39.6,19506,580,102759,46677,ZCTA5 55317,55317
