B01002_001E,B01003_001E,B17001_002E,B19013_001E,B19301_001E,NAME,zip code tabulation area
34.9,25741,1643,73737,35063,ZCTA5 55318,55318
41.2,5193,226,81875,33487,ZCTA5 55319,55319
36.3,4717,261,66250,27886,ZCTA5 55320,55320
35.9,5338,575,60885,26167,ZCTA5 55321,55321
36.4,3178,134,76848,30069,ZCTA5 55322,55322
49.1,1315,57,56375,28098,ZCTA5 55324,55324
40.7,4527,315,58039,25102,ZCTA5 55325,55325
47.3,3386,51,86393,40972,ZCTA5 55327,55327
39.5,8686,369,81491,32943,ZCTA5 55328,55328
39.7,1906,160,50909,23388,ZCTA5 55329,55329
37.4,36438,1744,74102,30369,ZCTA5 55330,55330
45.4,17387,572,108911,61569,ZCTA5 55331,55331
49.3,1633,219,45795,26521,ZCTA5 55332,55332
48,957,192,39911,27546,ZCTA5 55333,55333
43.8,2916,245,47652,25514,ZCTA5 55334,55334
43.8,1530,209,53984,26087,ZCTA5 55335,55335
37.3,8016,1094,60413,26150,ZCTA5 55336,55336
36,44314,4067,65372,31603,ZCTA5 55337,55337
39.9,1034,62,61354,24949,ZCTA5 55338,55338
37.8,1044,64,65833,31479,ZCTA5 55339,55339
42.7,6453,260,112196,66803,ZCTA5 55340,55340
35.2,2606,69,94375,35841,ZCTA5 55341,55341
42.2,2065,163,55982,26832,ZCTA5 55342,55342
35.3,25113,3470,56118,33931,ZCTA5 55343,55343
31.8,14985,1554,64285,40873,ZCTA5 55344,55344
45.2,21832,951,89936,46027,ZCTA5 55345,55345
40.8,16405,527,100775,46370,ZCTA5 55346,55346
39.3,30126,1097,116682,55641,ZCTA5 55347,55347
37.5,4006,409,54732,26823,ZCTA5 55349,55349
39.5,18102,1199,53249,27633,ZCTA5 55350,55350
37,8828,397,86228,32444,ZCTA5 55352,55352
38.7,3218,262,58558,26294,ZCTA5 55353,55353
39.4,2769,187,54444,24757,ZCTA5 55354,55354
42.2,9749,1252,52529,26028,ZCTA5 55355,55355
44.4,5966,178,99485,58690,ZCTA5 55356,55356
42.4,3410,87,86111,37082,ZCTA5 55357,55357
41.4,4933,378,60738,28723,ZCTA5 55358,55358
46,6070,332,90521,42399,ZCTA5 55359,55359
32.4,2783,76,84913,29276,ZCTA5 55360,55360
33.3,18951,1307,75079,29310,ZCTA5 55362,55362
30.4,4615,432,59308,25116,ZCTA5 55363,55363
43.9,14296,1291,79938,46108,ZCTA5 55364,55364
33.5,537,110,36875,15408,ZCTA5 55366,55366
41.3,980,68,58750,30370,ZCTA5 55367,55367
40.9,2031,78,66848,29350,ZCTA5 55368,55368
40.3,33164,1743,78965,36211,ZCTA5 55369,55369
45.8,863,30,71786,30692,ZCTA5 55370,55370
38.5,16356,1385,56497,24814,ZCTA5 55371,55371
38.4,30650,1400,98799,41562,ZCTA5 55372,55372
33.1,5457,642,77688,35334,ZCTA5 55373,55373
35.8,13336,275,95510,36069,ZCTA5 55374,55374
32.9,4548,115,91941,35375,ZCTA5 55375,55375
35.4,16630,550,89160,32578,ZCTA5 55376,55376
34.8,27357,1276,91595,36416,ZCTA5 55378,55378
33.1,41427,3180,79592,32532,ZCTA5 55379,55379
45.1,1933,180,61908,27550,ZCTA5 55381,55381
45.5,3455,250,62969,30146,ZCTA5 55382,55382
51.2,1862,165,44667,39512,ZCTA5 55384,55384
45,1310,107,54907,26048,ZCTA5 55385,55385
35.9,6784,181,120658,43155,ZCTA5 55386,55386
37,12773,483,78405,33579,ZCTA5 55387,55387
39.1,5617,608,65709,31193,ZCTA5 55388,55388
38.5,2561,209,56029,22542,ZCTA5 55389,55389
35.8,2503,174,63942,29098,ZCTA5 55390,55390
47.2,14875,598,97267,75834,ZCTA5 55391,55391
37.6,2774,216,54415,25956,ZCTA5 55395,55395
41.8,2231,302,48919,23296,ZCTA5 55396,55396
38.9,2892,480,73000,25216,ZCTA5 55397,55397
33.1,16038,1084,71623,25483,ZCTA5 55398,55398
34.4,7543,960,84297,72298,ZCTA5 55401,55401
32,426,126,38274,38720,ZCTA5 55402,55402
33,14804,3540,36849,43470,ZCTA5 55403,55403
29.6,28309,10735,25346,20405,ZCTA5 55404,55404
30.6,15449,3248,48913,40008,ZCTA5 55405,55405
38.2,32493,4321,56989,32841,ZCTA5 55406,55406
31.8,37616,7815,47433,23953,ZCTA5 55407,55407
29.3,31130,7602,43178,31159,ZCTA5 55408,55408
36.9,11993,1502,65938,36168,ZCTA5 55409,55409
40,19395,550,92462,52087,ZCTA5 55410,55410
25.8,27640,10756,29355,13900,ZCTA5 55411,55411
31.5,21680,5908,44637,19393,ZCTA5 55412,55412
34.2,12618,2449,45518,31940,ZCTA5 55413,55413
22.3,27702,11025,30946,19257,ZCTA5 55414,55414
31.8,3264,586,52736,32447,ZCTA5 55415,55415
36,29820,1663,77213,54897,ZCTA5 55416,55416
38.5,26256,2198,71316,36536,ZCTA5 55417,55417
35.8,30096,4415,55486,30231,ZCTA5 55418,55418
36.8,26808,2165,94177,49251,ZCTA5 55419,55419
38.7,22223,3293,49445,25407,ZCTA5 55420,55420
37,27146,4100,49333,26950,ZCTA5 55421,55421
40.5,28074,2658,63525,35262,ZCTA5 55422,55422
36.4,35868,5121,52927,27982,ZCTA5 55423,55423
40,10031,343,144583,71926,ZCTA5 55424,55424
36.7,9256,1308,49790,26767,ZCTA5 55425,55425
35.4,25495,2278,63699,34690,ZCTA5 55426,55426
40.5,22835,2407,64314,33348,ZCTA5 55427,55427
36.4,29491,4235,45068,23661,ZCTA5 55428,55428
32.3,27803,5684,45490,20387,ZCTA5 55429,55429
32.3,22993,3577,45811,21791,ZCTA5 55430,55430
45.5,18138,1823,63837,34923,ZCTA5 55431,55431
38.7,30423,3433,54910,27179,ZCTA5 55432,55432
36.3,34024,3393,59258,27493,ZCTA5 55433,55433
36.7,28398,2045,61812,27021,ZCTA5 55434,55434
46.9,12286,479,56213,47347,ZCTA5 55435,55435
45.4,12555,716,89530,61632,ZCTA5 55436,55436
46.4,17792,1034,69408,38663,ZCTA5 55437,55437
43.9,17042,1071,80246,52572,ZCTA5 55438,55438
47.1,8819,230,104211,61092,ZCTA5 55439,55439
40.6,17753,1660,72965,42995,ZCTA5 55441,55441
41.7,12724,601,87428,48538,ZCTA5 55442,55442
33.3,33116,3047,74597,29983,ZCTA5 55443,55443
35.2,14681,987,70648,28496,ZCTA5 55444,55444
33.9,9862,952,80992,31247,ZCTA5 55445,55445
38.4,20375,501,103035,52239,ZCTA5 55446,55446
40.2,21435,1113,78739,44538,ZCTA5 55447,55447
37.1,27758,1881,70448,31621,ZCTA5 55448,55448
34.1,24826,837,95621,39081,ZCTA5 55449,55449
,53,0,,,ZCTA5 55450,55450
22.2,7331,3191,12806,11030,ZCTA5 55454,55454
19.2,1983,0,,3681,ZCTA5 55455,55455
54.7,91,34,42750,19771,ZCTA5 55601,55601
60.6,147,8,46607,31520,ZCTA5 55602,55602
46.6,533,34,54205,27172,ZCTA5 55603,55603
51.5,3445,207,57135,34790,ZCTA5 55604,55604
32.9,525,106,40938,21820,ZCTA5 55605,55605
60.4,162,0,41705,37117,ZCTA5 55606,55606
55.9,103,11,40833,21806,ZCTA5 55607,55607
56,243,17,68942,35249,ZCTA5 55609,55609
40.9,623,58,47353,31610,ZCTA5 55612,55612
55.9,223,15,46786,33400,ZCTA5 55613,55613
52.1,2636,264,42571,27516,ZCTA5 55614,55614
51.9,217,41,43214,28982,ZCTA5 55615,55615
45.5,6936,1050,46891,27367,ZCTA5 55616,55616
45.4,474,51,60000,26411,ZCTA5 55702,55702
48.8,786,59,48750,28509,ZCTA5 55703,55703
38.7,1206,142,48167,24088,ZCTA5 55704,55704
48.1,3276,454,46337,26010,ZCTA5 55705,55705
53,1627,181,40909,24329,ZCTA5 55706,55706
39.5,3568,303,55580,23840,ZCTA5 55707,55707
46,1054,163,31010,21237,ZCTA5 55708,55708
42.8,4191,407,45766,23840,ZCTA5 55709,55709
51.3,1142,20,75950,37351,ZCTA5 55710,55710
38.3,584,171,47039,20260,ZCTA5 55711,55711
41.4,619,61,42955,17974,ZCTA5 55712,55712
39.5,1112,112,41375,20766,ZCTA5 55713,55713
36.5,342,64,34792,18283,ZCTA5 55716,55716
50.8,224,14,66250,44946,ZCTA5 55717,55717
44.8,3178,285,58785,28199,ZCTA5 55718,55718
44.8,5931,862,37139,22547,ZCTA5 55719,55719
38.3,17149,2339,48905,24311,ZCTA5 55720,55720
48.7,3333,172,63500,30129,ZCTA5 55721,55721
38.6,1063,169,43942,25065,ZCTA5 55722,55722
51.5,2500,215,44889,26686,ZCTA5 55723,55723
49.9,829,70,49926,26699,ZCTA5 55724,55724
54.8,94,0,65000,42954,ZCTA5 55725,55725
46.3,841,86,42847,22661,ZCTA5 55726,55726
51.6,5890,748,42386,26114,ZCTA5 55731,55731
49.5,1259,120,50000,26291,ZCTA5 55732,55732
42.1,4608,113,72531,29032,ZCTA5 55733,55733
47,6188,755,42753,25169,ZCTA5 55734,55734
49,1802,280,40592,23097,ZCTA5 55735,55735
47.9,1481,239,36055,21151,ZCTA5 55736,55736
48,514,83,66429,27067,ZCTA5 55738,55738
51.3,3122,229,48906,26987,ZCTA5 55741,55741
42.7,311,11,54107,24413,ZCTA5 55742,55742
44.8,20589,2251,48562,24489,ZCTA5 55744,55744
41.8,17148,2928,39165,23897,ZCTA5 55746,55746
41.9,1459,212,38304,21768,ZCTA5 55748,55748
49.4,561,80,54821,26559,ZCTA5 55749,55749
49.9,2087,132,48080,22948,ZCTA5 55750,55750
48.2,1469,112,51719,24899,ZCTA5 55751,55751
51.4,404,41,43438,23653,ZCTA5 55752,55752
30.7,1064,397,35673,18223,ZCTA5 55753,55753
54.3,413,27,56750,26858,ZCTA5 55756,55756
45.3,932,114,42250,21265,ZCTA5 55757,55757
51.8,142,31,48750,28420,ZCTA5 55758,55758
52.8,3097,492,36313,22286,ZCTA5 55760,55760
52.7,582,88,63750,29322,ZCTA5 55763,55763
48.3,550,150,35729,19013,ZCTA5 55764,55764
48.2,742,138,33167,21672,ZCTA5 55765,55765
33.4,47,5,58750,26868,ZCTA5 55766,55766
45.8,4615,1049,45156,19367,ZCTA5 55767,55767
45.5,2913,323,54410,28596,ZCTA5 55768,55768
46.7,2534,389,44958,23453,ZCTA5 55769,55769
42.9,1833,446,41420,21119,ZCTA5 55771,55771
46.1,75,16,30000,15700,ZCTA5 55772,55772
55.8,1121,85,51515,29073,ZCTA5 55775,55775
41.1,3943,259,58972,28367,ZCTA5 55779,55779
31.9,235,41,58958,17983,ZCTA5 55780,55780
56.2,536,27,58750,34782,ZCTA5 55781,55781
46.1,467,58,60000,26224,ZCTA5 55782,55782
45.5,2360,324,47411,24511,ZCTA5 55783,55783
49.3,79,4,52500,26403,ZCTA5 55784,55784
46,219,16,41406,19616,ZCTA5 55785,55785
34.8,308,35,60341,20044,ZCTA5 55786,55786
55,410,60,36786,23697,ZCTA5 55787,55787
57.5,1794,147,48519,31829,ZCTA5 55790,55790
46.3,10000,2116,35323,21992,ZCTA5 55792,55792
51.1,509,61,49750,24527,ZCTA5 55793,55793
37.5,1584,170,41313,19532,ZCTA5 55795,55795
36.4,1574,135,58664,24479,ZCTA5 55797,55797
49,546,77,45625,22665,ZCTA5 55798,55798
59.5,2212,561,24674,31860,ZCTA5 55802,55802
44.5,17151,1789,68704,33836,ZCTA5 55803,55803
42.5,14467,765,67478,33825,ZCTA5 55804,55804
25.8,10149,4292,24239,16772,ZCTA5 55805,55805
29.6,9680,3329,31460,18225,ZCTA5 55806,55806
35.9,10265,1958,40315,21010,ZCTA5 55807,55807
40.2,5689,948,42167,23402,ZCTA5 55808,55808
41.4,8980,591,62065,28284,ZCTA5 55810,55810
40,26669,3607,58002,28418,ZCTA5 55811,55811
22,10999,1994,42148,24265,ZCTA5 55812,55812
42.4,725,0,,7672,ZCTA5 55814,55814
33.7,52796,4790,65157,32189,ZCTA5 55901,55901
39.7,22656,1068,81925,49247,ZCTA5 55902,55902
35.1,26074,2986,52406,25872,ZCTA5 55904,55904
,0,0,,,ZCTA5 55905,55905
42.2,17866,1206,68474,36317,ZCTA5 55906,55906
44.2,1361,109,49438,26632,ZCTA5 55909,55909
42.1,1451,136,55893,27271,ZCTA5 55910,55910
37.8,28806,5361,42253,24248,ZCTA5 55912,55912
43.3,3753,398,59402,27544,ZCTA5 55917,55917
43.8,1078,86,52578,25142,ZCTA5 55918,55918
50.3,1026,98,60000,31979,ZCTA5 55919,55919
34.5,7104,248,74617,31912,ZCTA5 55920,55920
43.1,4830,675,47885,23305,ZCTA5 55921,55921
37,757,201,39583,20227,ZCTA5 55922,55922
40.3,4506,340,59542,28011,ZCTA5 55923,55923
38.4,1341,185,63846,28071,ZCTA5 55924,55924
36.6,1098,66,53750,25103,ZCTA5 55925,55925
43.1,739,112,49583,26181,ZCTA5 55926,55926
36.2,4029,461,61518,27026,ZCTA5 55927,55927
33.5,1260,130,75278,27751,ZCTA5 55929,55929
45.8,335,29,45625,23086,ZCTA5 55931,55931
34.3,2285,222,72721,30152,ZCTA5 55932,55932
35.7,286,20,53750,27843,ZCTA5 55933,55933
38.3,3443,194,66512,27853,ZCTA5 55934,55934
38.5,921,60,60000,25995,ZCTA5 55935,55935
39.6,1820,115,54079,28875,ZCTA5 55936,55936
44.2,2146,420,41094,22647,ZCTA5 55939,55939
37.9,2632,251,65417,28605,ZCTA5 55940,55940
45.4,891,75,52202,28277,ZCTA5 55941,55941
46.4,3022,315,51570,25658,ZCTA5 55943,55943
37.2,7145,269,74257,28843,ZCTA5 55944,55944
48,1293,84,54500,29511,ZCTA5 55945,55945
43.6,3217,280,53258,28203,ZCTA5 55946,55946
43.6,7586,671,62597,29248,ZCTA5 55947,55947
46.8,1699,231,47880,25095,ZCTA5 55949,55949
54,130,7,46250,19107,ZCTA5 55950,55950
46.3,1509,148,53542,27879,ZCTA5 55951,55951
41,2429,186,59539,26809,ZCTA5 55952,55952
45,802,92,50625,26764,ZCTA5 55953,55953
48,1379,170,44009,25846,ZCTA5 55954,55954
39.8,2694,132,85417,34517,ZCTA5 55955,55955
43.3,1852,107,66520,30990,ZCTA5 55956,55956
42.8,705,90,56406,27755,ZCTA5 55957,55957
39.8,2287,261,47188,22117,ZCTA5 55959,55959
41.7,3102,134,95625,43412,ZCTA5 55960,55960
46.5,441,73,47083,23122,ZCTA5 55961,55961
49.9,804,117,57321,26881,ZCTA5 55962,55962
41.5,5137,377,64464,40048,ZCTA5 55963,55963
36.3,4343,416,52192,27227,ZCTA5 55964,55964
45.1,2203,248,47694,25911,ZCTA5 55965,55965
40.4,948,117,63750,25803,ZCTA5 55967,55967
38,132,27,37500,19681,ZCTA5 55968,55968
43,1198,57,55208,25570,ZCTA5 55969,55969
38.7,1087,52,59464,25356,ZCTA5 55970,55970
38,3328,210,56393,24073,ZCTA5 55971,55971
30.3,5036,883,55450,21408,ZCTA5 55972,55972
44.5,298,32,64750,31553,ZCTA5 55973,55973
48.4,2129,228,42500,24941,ZCTA5 55974,55974
43,4435,394,54519,26437,ZCTA5 55975,55975
37.5,7480,523,53616,26641,ZCTA5 55976,55976
40.2,181,3,69167,27001,ZCTA5 55977,55977
32.8,1049,75,59038,22540,ZCTA5 55979,55979
48.5,4131,314,45945,29349,ZCTA5 55981,55981
47.1,431,27,61125,31973,ZCTA5 55982,55982
43.5,1499,224,51212,25981,ZCTA5 55983,55983
33.3,2086,202,59444,25424,ZCTA5 55985,55985
31.5,35624,5366,44620,23098,ZCTA5 55987,55987
43.9,830,97,55417,29831,ZCTA5 55990,55990
47.1,1254,140,65192,32900,ZCTA5 55991,55991
37.1,5069,474,57500,26401,ZCTA5 55992,55992
27.6,46689,10445,44926,24452,ZCTA5 56001,56001
37.2,14236,893,62726,30022,ZCTA5 56003,56003
44.8,21131,2679,39647,24871,ZCTA5 56007,56007
45.7,1602,102,56912,28298,ZCTA5 56009,56009
48.8,1204,117,52885,29868,ZCTA5 56010,56010
33.7,8835,407,68508,27937,ZCTA5 56011,56011
46.7,4406,658,43068,25589,ZCTA5 56013,56013
48.1,714,96,41932,25732,ZCTA5 56014,56014
37.9,929,78,58359,30334,ZCTA5 56016,56016
43.9,1627,111,62500,29848,ZCTA5 56017,56017
43.1,1012,104,54875,25477,ZCTA5 56019,56019
34.3,122,4,44167,22822,ZCTA5 56020,56020
41.2,1059,42,69167,30927,ZCTA5 56021,56021
39.2,85,21,30417,18896,ZCTA5 56022,56022
48.8,563,45,54464,27785,ZCTA5 56023,56023
32.2,2841,192,69485,26984,ZCTA5 56024,56024
45.9,507,37,62361,32215,ZCTA5 56025,56025
41.5,1863,147,63542,28458,ZCTA5 56026,56026
38.1,1013,143,38750,20865,ZCTA5 56027,56027
50.7,1160,37,72679,33839,ZCTA5 56028,56028
48.2,716,78,50089,23221,ZCTA5 56029,56029
46.7,12289,1320,47652,27160,ZCTA5 56031,56031
44.1,305,34,49375,26408,ZCTA5 56032,56032
48.3,361,56,45139,26530,ZCTA5 56033,56033
40.2,645,66,64063,27155,ZCTA5 56034,56034
44,506,16,57222,22950,ZCTA5 56035,56035
42.1,2028,150,52557,26214,ZCTA5 56036,56036
44.9,1509,166,64904,27222,ZCTA5 56037,56037
41.2,928,88,47232,23925,ZCTA5 56039,56039
40.4,1025,87,56875,29174,ZCTA5 56041,56041
50.1,669,26,61528,28536,ZCTA5 56042,56042
46.9,455,30,66042,33508,ZCTA5 56043,56043
43.8,2154,250,60147,28352,ZCTA5 56044,56044
40.6,843,65,51667,25087,ZCTA5 56045,56045
49.8,53,0,39167,24813,ZCTA5 56046,56046
47.3,153,14,58417,24505,ZCTA5 56047,56047
37,3758,333,54828,25537,ZCTA5 56048,56048
44.3,1567,263,53281,24727,ZCTA5 56050,56050
46.9,747,54,39464,23251,ZCTA5 56051,56051
38.8,909,76,53750,25057,ZCTA5 56052,56052
38.2,989,89,54271,29922,ZCTA5 56054,56054
39.1,3917,182,66156,28170,ZCTA5 56055,56055
29.9,71,5,52083,30041,ZCTA5 56056,56056
39.8,3801,384,57000,27087,ZCTA5 56057,56057
41.6,5837,421,55068,27556,ZCTA5 56058,56058
46,453,66,45625,31617,ZCTA5 56060,56060
39.9,3180,226,53242,27591,ZCTA5 56062,56062
43.1,2766,209,71935,38041,ZCTA5 56063,56063
36,2874,217,53688,23885,ZCTA5 56065,56065
46.4,1001,85,50156,29574,ZCTA5 56068,56068
39,4428,586,56553,24386,ZCTA5 56069,56069
37.5,11958,457,68770,31304,ZCTA5 56071,56071
44.1,2112,202,54866,24246,ZCTA5 56072,56072
42.7,16637,1363,49064,27131,ZCTA5 56073,56073
40.8,2006,85,58125,29051,ZCTA5 56074,56074
31.4,262,97,47778,16234,ZCTA5 56075,56075
34.5,510,53,54063,25259,ZCTA5 56078,56078
32.3,608,40,54000,23340,ZCTA5 56080,56080
38.2,6004,747,47029,24101,ZCTA5 56081,56081
28.5,13806,2082,57841,22684,ZCTA5 56082,56082
44.8,913,82,55234,23080,ZCTA5 56083,56083
43.9,5340,468,49875,26341,ZCTA5 56085,56085
46.2,3144,330,45590,24801,ZCTA5 56087,56087
49,1880,141,56200,27520,ZCTA5 56088,56088
33.3,229,21,40795,20127,ZCTA5 56089,56089
42.1,724,41,51161,25673,ZCTA5 56090,56090
50.9,263,18,48438,26373,ZCTA5 56091,56091
39,13316,1125,53561,25925,ZCTA5 56093,56093
45.3,3090,321,49831,25321,ZCTA5 56096,56096
45.1,3732,447,44727,24571,ZCTA5 56097,56097
46.9,2061,209,49276,24970,ZCTA5 56098,56098
47.3,5782,845,43648,24854,ZCTA5 56101,56101
39.9,1980,174,52222,26952,ZCTA5 56110,56110
34.5,467,19,75625,36450,ZCTA5 56111,56111
42.8,255,43,51250,26313,ZCTA5 56113,56113
43.4,386,49,60250,28059,ZCTA5 56114,56114
48.9,1165,107,50000,25771,ZCTA5 56115,56115
38.1,615,76,52917,25668,ZCTA5 56116,56116
43.8,398,20,61875,24634,ZCTA5 56117,56117
35.4,452,34,61875,26025,ZCTA5 56118,56118
41.5,1128,125,53261,25258,ZCTA5 56119,56119
45.7,1097,99,50703,24761,ZCTA5 56120,56120
46.2,623,88,46563,24306,ZCTA5 56121,56121
46.4,507,23,49375,27736,ZCTA5 56122,56122
53.2,436,44,45625,23813,ZCTA5 56123,56123
68.1,64,11,23125,18620,ZCTA5 56125,56125
47.5,434,34,57981,31340,ZCTA5 56127,56127
44.4,2075,109,50595,23835,ZCTA5 56128,56128
46.1,745,61,45469,24117,ZCTA5 56129,56129
47,2373,267,47946,25548,ZCTA5 56131,56131
48.6,527,47,53625,29316,ZCTA5 56132,56132
36.3,420,22,50938,20586,ZCTA5 56134,56134
48.8,1039,88,44211,25146,ZCTA5 56136,56136
43.6,1058,133,53036,25630,ZCTA5 56137,56137
38.6,900,65,48875,24046,ZCTA5 56138,56138
49.1,425,39,39583,25514,ZCTA5 56139,56139
63.8,41,5,28125,24695,ZCTA5 56140,56140
45,332,29,42188,22549,ZCTA5 56141,56141
50.9,949,59,45625,25596,ZCTA5 56142,56142
44.7,4509,663,49105,27408,ZCTA5 56143,56143
47.6,1011,75,40156,24931,ZCTA5 56144,56144
35.6,614,59,51154,23316,ZCTA5 56145,56145
49.3,50,0,41250,22408,ZCTA5 56146,56146
38.3,151,19,51250,22953,ZCTA5 56147,56147
45.1,1322,103,42955,28853,ZCTA5 56149,56149
40.8,2720,250,50650,25163,ZCTA5 56150,56150
42.1,842,50,55625,29372,ZCTA5 56151,56151
46.3,1579,139,46523,27780,ZCTA5 56152,56152
57,140,7,40625,24032,ZCTA5 56153,56153
41.4,487,67,47375,24754,ZCTA5 56155,56155
43.5,6052,885,42703,24121,ZCTA5 56156,56156
35.9,789,87,65357,29828,ZCTA5 56157,56157
45.1,487,37,56250,22991,ZCTA5 56158,56158
41.2,3022,401,45000,21102,ZCTA5 56159,56159
36.6,192,18,43438,36930,ZCTA5 56160,56160
50.1,326,31,49318,27994,ZCTA5 56161,56161
50.7,309,4,43068,26429,ZCTA5 56162,56162
42,5911,716,47522,26132,ZCTA5 56164,56164
41,376,25,64375,24106,ZCTA5 56165,56165
38,272,42,48750,21142,ZCTA5 56166,56166
42.8,678,112,43750,25594,ZCTA5 56167,56167
50.1,812,61,52604,30784,ZCTA5 56168,56168
37.6,753,70,57143,27050,ZCTA5 56169,56169
44.4,566,33,48900,25507,ZCTA5 56170,56170
41,1770,182,49125,26306,ZCTA5 56171,56171
45.6,3157,398,55027,27932,ZCTA5 56172,56172
38.1,430,108,51875,20692,ZCTA5 56173,56173
47.3,339,24,39712,21998,ZCTA5 56174,56174
45.2,3088,412,46985,25339,ZCTA5 56175,56175
43.9,1072,72,45078,25156,ZCTA5 56176,56176
54.5,37,0,63000,30992,ZCTA5 56177,56177
44.1,1721,179,51667,26191,ZCTA5 56178,56178
37,1407,213,42250,21744,ZCTA5 56180,56180
41.9,1148,174,43269,21682,ZCTA5 56181,56181
46.8,1258,174,50565,23455,ZCTA5 56183,56183
46.7,526,55,42500,22807,ZCTA5 56185,56185
40.8,363,43,47885,28026,ZCTA5 56186,56186
33,14186,2691,47449,20923,ZCTA5 56187,56187
37,23064,4393,44851,25547,ZCTA5 56201,56201
45.5,233,11,53214,25410,ZCTA5 56207,56207
46.7,2123,259,40670,24148,ZCTA5 56208,56208
42.9,2245,225,54152,29076,ZCTA5 56209,56209
57.5,17,0,250001,88847,ZCTA5 56210,56210
53.7,433,43,42500,33000,ZCTA5 56211,56211
46.4,545,45,44688,24247,ZCTA5 56212,56212
47.5,679,34,45875,26931,ZCTA5 56214,56214
45.7,4375,347,55040,28531,ZCTA5 56215,56215
42.1,634,48,57763,25077,ZCTA5 56216,56216
44.6,565,60,45268,21869,ZCTA5 56218,56218
43.3,890,132,29479,21523,ZCTA5 56219,56219
47.7,3033,476,46132,23643,ZCTA5 56220,56220
38.5,823,65,51786,24644,ZCTA5 56221,56221
41.2,1937,207,48125,24434,ZCTA5 56222,56222
46.8,1262,98,50000,25680,ZCTA5 56223,56223
39.6,366,27,57083,29627,ZCTA5 56224,56224
50.7,672,104,40313,25333,ZCTA5 56225,56225
50.6,274,4,46250,31112,ZCTA5 56226,56226
51.4,208,22,62500,34305,ZCTA5 56227,56227
48.9,948,82,53315,27724,ZCTA5 56228,56228
39.9,1770,84,63603,30912,ZCTA5 56229,56229
34.8,867,160,55500,24596,ZCTA5 56230,56230
44.5,422,18,65750,28785,ZCTA5 56231,56231
48.2,2425,150,51484,28584,ZCTA5 56232,56232
49.2,510,27,46250,26077,ZCTA5 56235,56235
45.3,344,15,71607,38344,ZCTA5 56236,56236
37.6,663,158,55000,23929,ZCTA5 56237,56237
34.5,552,22,57212,27382,ZCTA5 56239,56239
49.5,916,148,54350,27681,ZCTA5 56240,56240
44.8,3986,347,53250,27511,ZCTA5 56241,56241
41.4,1661,248,44609,23331,ZCTA5 56243,56243
31.7,1414,120,51806,24871,ZCTA5 56244,56244
35.7,538,39,62143,29385,ZCTA5 56245,56245
51.3,763,89,49803,26773,ZCTA5 56248,56248
46.2,325,30,51667,25530,ZCTA5 56249,56249
37.8,1086,57,55972,23268,ZCTA5 56251,56251
36,1249,133,47656,21587,ZCTA5 56252,56252
42.8,1010,74,49667,27076,ZCTA5 56253,56253
40,314,21,51667,27535,ZCTA5 56255,56255
52.6,2526,191,50272,28649,ZCTA5 56256,56256
46.3,517,46,36941,25262,ZCTA5 56257,56257
31.5,15629,2624,47605,25578,ZCTA5 56258,56258
47.1,892,95,50469,24474,ZCTA5 56260,56260
38.4,790,83,45938,24370,ZCTA5 56262,56262
46.6,456,30,47813,31781,ZCTA5 56263,56263
42.9,2181,163,54208,27131,ZCTA5 56264,56264
42.7,7621,817,50946,26611,ZCTA5 56265,56265
34.6,1718,162,50893,25703,ZCTA5 56266,56266
30.8,6965,1188,56659,30554,ZCTA5 56267,56267
29.6,924,188,45521,21295,ZCTA5 56270,56270
38.2,1250,153,52875,24805,ZCTA5 56271,56271
42.7,4959,313,59596,26583,ZCTA5 56273,56273
42.5,148,7,48500,23642,ZCTA5 56274,56274
51.1,318,38,38333,22307,ZCTA5 56276,56276
42.8,2965,369,50579,25611,ZCTA5 56277,56277
48.3,2876,293,45509,24521,ZCTA5 56278,56278
34.3,1419,128,51563,20024,ZCTA5 56279,56279
44.3,576,31,58889,27650,ZCTA5 56280,56280
40.3,602,31,59375,30834,ZCTA5 56281,56281
35.6,1523,145,52639,23738,ZCTA5 56282,56282
46.4,6500,570,46605,26598,ZCTA5 56283,56283
41.2,2198,173,51190,25188,ZCTA5 56284,56284
40.2,1149,124,47386,22281,ZCTA5 56285,56285
38.3,91,13,32188,16993,ZCTA5 56287,56287
50.5,4612,187,63682,36157,ZCTA5 56288,56288
47.7,671,26,57159,26149,ZCTA5 56289,56289
40.6,529,45,57813,23744,ZCTA5 56291,56291
37.5,612,86,47917,22816,ZCTA5 56292,56292
42.6,1147,35,51618,28394,ZCTA5 56293,56293
58.6,62,0,50000,33121,ZCTA5 56294,56294
47.6,352,19,43375,22576,ZCTA5 56295,56295
49.2,2045,147,49213,28068,ZCTA5 56296,56296
40.4,842,89,54500,27085,ZCTA5 56297,56297
24.9,32766,7397,49198,23861,ZCTA5 56301,56301
35.6,25909,4023,45366,25298,ZCTA5 56303,56303
30.8,16045,4629,36565,21246,ZCTA5 56304,56304
38.2,5094,272,60098,26637,ZCTA5 56307,56307
44.1,24063,2815,49706,28217,ZCTA5 56308,56308
49.9,1216,80,52465,29791,ZCTA5 56309,56309
40.7,5273,328,66181,30008,ZCTA5 56310,56310
52.3,686,54,47727,24357,ZCTA5 56311,56311
41.7,2335,194,52195,25890,ZCTA5 56312,56312
41.7,79,29,27500,15908,ZCTA5 56313,56313
